Date,Time,Open,High,Low,Close,Volume,OpenInt
2015-01-07,09:05:00,1.41,1.41,1.41,1.41,546,0
2015-01-07,09:25:00,1.4,1.4,1.4,1.4,6000,0
2015-01-07,09:55:00,1.4,1.4,1.4,1.4,1500,0
2015-01-07,10:35:00,1.4,1.4,1.4,1.4,759,0
2015-01-07,11:20:00,1.4,1.4,1.4,1.4,266,0
2015-01-07,11:35:00,1.4,1.4,1.4,1.4,5600,0
2015-01-07,12:10:00,1.4,1.4,1.4,1.4,188,0
2015-01-07,12:20:00,1.4,1.4,1.4,1.4,3800,0
2015-01-07,12:30:00,1.4,1.4,1.4,1.4,500,0
2015-01-07,12:35:00,1.4,1.4,1.4,1.4,2000,0
2015-01-07,12:55:00,1.4,1.4,1.4,1.4,2845,0
2015-01-07,13:15:00,1.4,1.4,1.4,1.4,495,0
2015-01-07,13:35:00,1.4,1.4,1.4,1.4,462,0
2015-01-07,14:00:00,1.4,1.4,1.4,1.4,1050,0
2015-01-07,14:50:00,1.4,1.4,1.4,1.4,571,0
2015-01-07,14:55:00,1.4,1.4,1.4,1.4,578,0
2015-01-07,15:00:00,1.4,1.4,1.4,1.4,368,0
2015-01-07,15:05:00,1.4,1.4,1.4,1.4,2365,0
2015-01-07,15:40:00,1.4,1.4,1.4,1.4,295,0
2015-01-07,16:20:00,1.4,1.4,1.4,1.4,888,0
2015-01-07,16:25:00,1.4,1.4,1.4,1.4,30000,0
2015-01-07,16:40:00,1.4,1.4,1.4,1.4,26100,0
2015-01-07,16:50:00,1.4,1.4,1.4,1.4,6576,0
2015-01-08,09:05:00,1.4,1.4,1.4,1.4,30688,0
2015-01-08,09:20:00,1.4,1.4,1.4,1.4,10000,0
2015-01-08,09:40:00,1.4,1.4,1.4,1.4,1757,0
2015-01-08,10:15:00,1.4,1.4,1.4,1.4,100,0
2015-01-08,10:25:00,1.4,1.4,1.4,1.4,46040,0
2015-01-08,10:40:00,1.4,1.4,1.4,1.4,50000,0
2015-01-08,10:50:00,1.4,1.4,1.4,1.4,562,0
2015-01-08,11:00:00,1.4,1.4,1.4,1.4,11612,0
2015-01-08,11:05:00,1.4,1.4,1.4,1.4,1125,0
2015-01-08,11:10:00,1.4,1.4,1.4,1.4,40,0
2015-01-08,11:20:00,1.4,1.4,1.4,1.4,233,0
2015-01-08,12:05:00,1.4,1.4,1.4,1.4,5000,0
2015-01-08,12:20:00,1.4,1.4,1.4,1.4,540,0
2015-01-08,12:35:00,1.4,1.4,1.4,1.4,656,0
2015-01-08,12:50:00,1.4,1.4,1.4,1.4,1125,0
2015-01-08,13:00:00,1.4,1.4,1.4,1.4,3990,0
2015-01-08,13:05:00,1.4,1.4,1.4,1.4,37850,0
2015-01-08,13:15:00,1.4,1.4,1.4,1.4,4340,0
2015-01-08,13:30:00,1.4,1.4,1.4,1.4,10045,0
2015-01-08,13:45:00,1.4,1.4,1.4,1.4,178,0
2015-01-08,14:10:00,1.4,1.4,1.4,1.4,43922,0
2015-01-08,14:15:00,1.4,1.4,1.4,1.4,200,0
2015-01-08,14:45:00,1.4,1.4,1.4,1.4,300,0
2015-01-08,14:50:00,1.4,1.4,1.4,1.4,1713,0
2015-01-08,15:10:00,1.4,1.4,1.4,1.4,1976,0
2015-01-08,15:15:00,1.4,1.4,1.4,1.4,64783,0
2015-01-08,15:20:00,1.4,1.4,1.4,1.4,550,0
2015-01-08,15:25:00,1.4,1.4,1.4,1.4,120,0
2015-01-08,15:50:00,1.4,1.4,1.4,1.4,5517,0
2015-01-08,15:55:00,1.4,1.4,1.4,1.4,13500,0
2015-01-08,16:10:00,1.4,1.4,1.4,1.4,311,0
2015-01-08,16:50:00,1.4,1.4,1.4,1.4,16520,0
2015-01-09,09:05:00,1.4,1.4,1.4,1.4,17774,0
2015-01-09,10:15:00,1.4,1.4,1.4,1.4,310000,0
2015-01-09,10:20:00,1.4,1.4,1.4,1.4,135289,0
2015-01-09,10:30:00,1.4,1.4,1.4,1.4,3472,0
2015-01-09,10:50:00,1.4,1.4,1.4,1.4,1000,0
2015-01-09,11:10:00,1.4,1.4,1.4,1.4,1000,0
2015-01-09,11:30:00,1.4,1.4,1.4,1.4,2000,0
2015-01-09,11:45:00,1.4,1.4,1.4,1.4,3000,0
2015-01-09,11:50:00,1.4,1.4,1.4,1.4,1000,0
2015-01-09,13:00:00,1.4,1.4,1.4,1.4,136,0
2015-01-09,13:30:00,1.4,1.4,1.4,1.4,446,0
2015-01-09,14:20:00,1.41,1.41,1.41,1.41,147040,0
2015-01-09,15:10:00,1.4,1.4,1.4,1.4,3000,0
2015-01-09,16:20:00,1.4,1.4,1.4,1.4,147040,0
2015-01-09,16:50:00,1.4,1.4,1.4,1.4,82896,0
2015-01-12,09:05:00,1.4,1.4,1.4,1.4,34087,0
2015-01-12,10:30:00,1.4,1.4,1.4,1.4,2500,0
2015-01-12,11:20:00,1.4,1.4,1.4,1.4,12960,0
2015-01-12,13:50:00,1.4,1.4,1.4,1.4,12960,0
2015-01-12,15:45:00,1.4,1.4,1.4,1.4,10500,0
2015-01-12,16:20:00,1.41,1.41,1.41,1.41,5685,0
